Area,Item,Year,hect,average_rain_fall_mm_per_year,avg_temp,hg/ha_yield
Indonesia,"Rice, paddy",2006,4723546,2702,27.39,46201
Indonesia,"Rice, paddy",2006,4723546,2702,27.21,46201
Indonesia,"Rice, paddy",2006,4723546,2702,27.55,46201
Indonesia,"Rice, paddy",2006,4723546,2702,26.98,46201
Indonesia,"Rice, paddy",2006,4723546,2702,27.55,46201
Indonesia,Soybeans,2006,4923855,2702,25.66,12878
Indonesia,Soybeans,2006,4923855,2702,27.39,12878
Indonesia,Soybeans,2006,4923855,2702,27.21,12878
Indonesia,Soybeans,2006,4923855,2702,27.55,12878
Indonesia,Soybeans,2006,4923855,2702,26.98,12878
Indonesia,Soybeans,2006,4923855,2702,27.55,12878
Indonesia,Sweet potatoes,2006,7431778,2702,25.66,105267
Indonesia,Sweet potatoes,2006,7431778,2702,27.39,105267
Indonesia,Sweet potatoes,2006,7431778,2702,27.21,105267
Indonesia,Sweet potatoes,2006,7431778,2702,27.55,105267
Indonesia,Sweet potatoes,2006,7431778,2702,26.98,105267
Indonesia,Sweet potatoes,2006,7431778,2702,27.55,105267
Indonesia,Cassava,2007,4383485,2702,25.5,166362
Indonesia,Cassava,2007,4383485,2702,27.21,166362
Indonesia,Cassava,2007,4383485,2702,27.14,166362
Indonesia,Cassava,2007,4383485,2702,27.29,166362
Indonesia,Cassava,2007,4383485,2702,26.88,166362
Indonesia,Cassava,2007,4383485,2702,27.49,166362
Indonesia,Maize,2007,4413799,2702,25.5,36601
Indonesia,Maize,2007,4413799,2702,27.21,36601
Indonesia,Maize,2007,4413799,2702,27.14,36601
Indonesia,Maize,2007,4413799,2702,27.29,36601
Indonesia,Maize,2007,4413799,2702,26.88,36601
Indonesia,Maize,2007,4413799,2702,27.49,36601
Indonesia,Potatoes,2007,4235357,2702,25.5,160919
Indonesia,Potatoes,2007,4235357,2702,27.21,160919
Indonesia,Potatoes,2007,4235357,2702,27.14,160919
Indonesia,Potatoes,2007,4235357,2702,27.29,160919
Indonesia,Potatoes,2007,4235357,2702,26.88,160919
Indonesia,Potatoes,2007,4235357,2702,27.49,160919
Indonesia,"Rice, paddy",2007,4723546,2702,25.5,47052
Indonesia,"Rice, paddy",2007,4723546,2702,27.21,47052
Indonesia,"Rice, paddy",2007,4723546,2702,27.14,47052
Indonesia,"Rice, paddy",2007,4723546,2702,27.29,47052
Indonesia,"Rice, paddy",2007,4723546,2702,26.88,47052
Indonesia,"Rice, paddy",2007,4723546,2702,27.49,47052
Indonesia,Soybeans,2007,4923855,2702,25.5,12908
Indonesia,Soybeans,2007,4923855,2702,27.21,12908
Indonesia,Soybeans,2007,4923855,2702,27.14,12908
Indonesia,Soybeans,2007,4923855,2702,27.29,12908
Indonesia,Soybeans,2007,4923855,2702,26.88,12908
Indonesia,Soybeans,2007,4923855,2702,27.49,12908
Indonesia,Sweet potatoes,2007,7431778,2702,25.5,106643
Indonesia,Sweet potatoes,2007,7431778,2702,27.21,106643
Indonesia,Sweet potatoes,2007,7431778,2702,27.14,106643
Indonesia,Sweet potatoes,2007,7431778,2702,27.29,106643
Indonesia,Sweet potatoes,2007,7431778,2702,26.88,106643
Indonesia,Sweet potatoes,2007,7431778,2702,27.49,106643
Indonesia,Cassava,2008,4383485,2702,25.32,180950
Indonesia,Cassava,2008,4383485,2702,26.97,180950
Indonesia,Cassava,2008,4383485,2702,27.03,180950
Indonesia,Cassava,2008,4383485,2702,27.18,180950
Indonesia,Cassava,2008,4383485,2702,26.65,180950
Indonesia,Cassava,2008,4383485,2702,27.34,180950
Indonesia,Maize,2008,4413799,2702,25.32,40776
Indonesia,Maize,2008,4413799,2702,26.97,40776
Indonesia,Maize,2008,4413799,2702,27.03,40776
Indonesia,Maize,2008,4413799,2702,27.18,40776
Indonesia,Maize,2008,4413799,2702,26.65,40776
Indonesia,Maize,2008,4413799,2702,27.34,40776
Indonesia,Potatoes,2008,4235357,2702,25.32,166719
Indonesia,Potatoes,2008,4235357,2702,26.97,166719
Indonesia,Potatoes,2008,4235357,2702,27.03,166719
Indonesia,Potatoes,2008,4235357,2702,27.18,166719
Indonesia,Potatoes,2008,4235357,2702,26.65,166719
Indonesia,Potatoes,2008,4235357,2702,27.34,166719
Indonesia,"Rice, paddy",2008,4723546,2702,25.32,48948
Indonesia,"Rice, paddy",2008,4723546,2702,26.97,48948
Indonesia,"Rice, paddy",2008,4723546,2702,27.03,48948
Indonesia,"Rice, paddy",2008,4723546,2702,27.18,48948
Indonesia,"Rice, paddy",2008,4723546,2702,26.65,48948
Indonesia,"Rice, paddy",2008,4723546,2702,27.34,48948
Indonesia,Soybeans,2008,4923855,2702,25.32,13119
Indonesia,Soybeans,2008,4923855,2702,26.97,13119
Indonesia,Soybeans,2008,4923855,2702,27.03,13119
Indonesia,Soybeans,2008,4923855,2702,27.18,13119
Indonesia,Soybeans,2008,4923855,2702,26.65,13119
Indonesia,Soybeans,2008,4923855,2702,27.34,13119
Indonesia,Sweet potatoes,2008,7431778,2702,25.32,107743
Indonesia,Sweet potatoes,2008,7431778,2702,26.97,107743
Indonesia,Sweet potatoes,2008,7431778,2702,27.03,107743
Indonesia,Sweet potatoes,2008,7431778,2702,27.18,107743
Indonesia,Sweet potatoes,2008,7431778,2702,26.65,107743
Indonesia,Sweet potatoes,2008,7431778,2702,27.34,107743
Indonesia,Cassava,2009,4383485,2702,25.54,187461
Indonesia,Cassava,2009,4383485,2702,27.31,187461
Indonesia,Cassava,2009,4383485,2702,27.3,187461
Indonesia,Cassava,2009,4383485,2702,27.63,187461
Indonesia,Cassava,2009,4383485,2702,26.98,187461
Indonesia,Cassava,2009,4383485,2702,27.69,187461
Indonesia,Maize,2009,4413799,2702,25.54,42372
Indonesia,Maize,2009,4413799,2702,27.31,42372
Indonesia,Maize,2009,4413799,2702,27.3,42372
Indonesia,Maize,2009,4413799,2702,27.63,42372
Indonesia,Maize,2009,4413799,2702,26.98,42372
Indonesia,Maize,2009,4413799,2702,27.69,42372
Indonesia,Potatoes,2009,4235357,2702,25.54,165123
Indonesia,Potatoes,2009,4235357,2702,27.31,165123
Indonesia,Potatoes,2009,4235357,2702,27.3,165123
Indonesia,Potatoes,2009,4235357,2702,27.63,165123
Indonesia,Potatoes,2009,4235357,2702,26.98,165123
Indonesia,Potatoes,2009,4235357,2702,27.69,165123
Indonesia,"Rice, paddy",2009,4723546,2702,25.54,49985
Indonesia,"Rice, paddy",2009,4723546,2702,27.31,49985
Indonesia,"Rice, paddy",2009,4723546,2702,27.3,49985
Indonesia,"Rice, paddy",2009,4723546,2702,27.63,49985
Indonesia,"Rice, paddy",2009,4723546,2702,26.98,49985
Indonesia,"Rice, paddy",2009,4723546,2702,27.69,49985
Indonesia,Soybeans,2009,4923855,2702,25.54,13483
Indonesia,Soybeans,2009,4923855,2702,27.31,13483
Indonesia,Soybeans,2009,4923855,2702,27.3,13483
Indonesia,Soybeans,2009,4923855,2702,27.63,13483
Indonesia,Soybeans,2009,4923855,2702,26.98,13483
Indonesia,Soybeans,2009,4923855,2702,27.69,13483
Indonesia,Sweet potatoes,2009,7431778,2702,25.54,111920
Indonesia,Sweet potatoes,2009,7431778,2702,27.31,111920
Indonesia,Sweet potatoes,2009,7431778,2702,27.3,111920
Indonesia,Sweet potatoes,2009,7431778,2702,27.63,111920
Indonesia,Sweet potatoes,2009,7431778,2702,26.98,111920
Indonesia,Sweet potatoes,2009,7431778,2702,27.69,111920
Indonesia,Cassava,2010,4383485,2702,25.57,202174
Indonesia,Cassava,2010,4383485,2702,27.25,202174
Indonesia,Cassava,2010,4383485,2702,27.69,202174
Indonesia,Cassava,2010,4383485,2702,27.46,202174
Indonesia,Cassava,2010,4383485,2702,26.94,202174
Indonesia,Cassava,2010,4383485,2702,27.55,202174
Indonesia,Maize,2010,4413799,2702,25.57,44359
Indonesia,Maize,2010,4413799,2702,27.25,44359
Indonesia,Maize,2010,4413799,2702,27.69,44359
Indonesia,Maize,2010,4413799,2702,27.46,44359
Indonesia,Maize,2010,4413799,2702,26.94,44359
Indonesia,Maize,2010,4413799,2702,27.55,44359
Indonesia,Potatoes,2010,4235357,2702,25.57,159445
Indonesia,Potatoes,2010,4235357,2702,27.25,159445
Indonesia,Potatoes,2010,4235357,2702,27.69,159445
Indonesia,Potatoes,2010,4235357,2702,27.46,159445
Indonesia,Potatoes,2010,4235357,2702,26.94,159445
Indonesia,Potatoes,2010,4235357,2702,27.55,159445
Indonesia,"Rice, paddy",2010,4723546,2702,25.57,50153
Indonesia,"Rice, paddy",2010,4723546,2702,27.25,50153
Indonesia,"Rice, paddy",2010,4723546,2702,27.69,50153
Indonesia,"Rice, paddy",2010,4723546,2702,27.46,50153
Indonesia,"Rice, paddy",2010,4723546,2702,26.94,50153
Indonesia,"Rice, paddy",2010,4723546,2702,27.55,50153
Indonesia,Soybeans,2010,4923855,2702,25.57,13726
Indonesia,Soybeans,2010,4923855,2702,27.25,13726
Indonesia,Soybeans,2010,4923855,2702,27.69,13726
Indonesia,Soybeans,2010,4923855,2702,27.46,13726
Indonesia,Soybeans,2010,4923855,2702,26.94,13726
Indonesia,Soybeans,2010,4923855,2702,27.55,13726
Indonesia,Sweet potatoes,2010,7431778,2702,25.57,113272
Indonesia,Sweet potatoes,2010,7431778,2702,27.25,113272
Indonesia,Sweet potatoes,2010,7431778,2702,27.69,113272
Indonesia,Sweet potatoes,2010,7431778,2702,27.46,113272
Indonesia,Sweet potatoes,2010,7431778,2702,26.94,113272
Indonesia,Sweet potatoes,2010,7431778,2702,27.55,113272
Indonesia,Cassava,2011,4383485,2702,25.38,202955
Indonesia,Cassava,2011,4383485,2702,27.24,202955
Indonesia,Cassava,2011,4383485,2702,27.19,202955
Indonesia,Cassava,2011,4383485,2702,27.39,202955
Indonesia,Cassava,2011,4383485,2702,26.63,202955
Indonesia,Cassava,2011,4383485,2702,27.19,202955
Indonesia,Maize,2011,4413799,2702,25.38,45652
Indonesia,Maize,2011,4413799,2702,27.24,45652
Indonesia,Maize,2011,4413799,2702,27.19,45652
Indonesia,Maize,2011,4413799,2702,27.39,45652
Indonesia,Maize,2011,4413799,2702,26.63,45652
Indonesia,Maize,2011,4413799,2702,27.19,45652
Indonesia,Potatoes,2011,4235357,2702,25.38,159562
Indonesia,Potatoes,2011,4235357,2702,27.24,159562
Indonesia,Potatoes,2011,4235357,2702,27.19,159562
Indonesia,Potatoes,2011,4235357,2702,27.39,159562
Indonesia,Potatoes,2011,4235357,2702,26.63,159562
Indonesia,Potatoes,2011,4235357,2702,27.19,159562
Indonesia,"Rice, paddy",2011,4723546,2702,25.38,49802
Indonesia,"Rice, paddy",2011,4723546,2702,27.24,49802
Indonesia,"Rice, paddy",2011,4723546,2702,27.19,49802
Indonesia,"Rice, paddy",2011,4723546,2702,27.39,49802
Indonesia,"Rice, paddy",2011,4723546,2702,26.63,49802
Indonesia,"Rice, paddy",2011,4723546,2702,27.19,49802
Indonesia,Soybeans,2011,4923855,2702,25.38,13681
Indonesia,Soybeans,2011,4923855,2702,27.24,13681
Indonesia,Soybeans,2011,4923855,2702,27.19,13681
Indonesia,Soybeans,2011,4923855,2702,27.39,13681
Indonesia,Soybeans,2011,4923855,2702,26.63,13681
Indonesia,Soybeans,2011,4923855,2702,27.19,13681
Indonesia,Sweet potatoes,2011,7431778,2702,25.38,123289
Indonesia,Sweet potatoes,2011,7431778,2702,27.24,123289
Indonesia,Sweet potatoes,2011,7431778,2702,27.19,123289
Indonesia,Sweet potatoes,2011,7431778,2702,27.39,123289
Indonesia,Sweet potatoes,2011,7431778,2702,26.63,123289
Indonesia,Sweet potatoes,2011,7431778,2702,27.19,123289
Indonesia,Cassava,2012,4383485,2702,25.59,214018
Indonesia,Cassava,2012,4383485,2702,27.36,214018
Indonesia,Cassava,2012,4383485,2702,27.37,214018
Indonesia,Cassava,2012,4383485,2702,27.49,214018
Indonesia,Cassava,2012,4383485,2702,26.87,214018
Indonesia,Cassava,2012,4383485,2702,27.48,214018
Indonesia,Maize,2012,4413799,2702,25.59,48987
Indonesia,Maize,2012,4413799,2702,27.36,48987
Indonesia,Maize,2012,4413799,2702,27.37,48987
Indonesia,Maize,2012,4413799,2702,27.49,48987
Indonesia,Maize,2012,4413799,2702,26.87,48987
Indonesia,Maize,2012,4413799,2702,27.48,48987
Indonesia,Potatoes,2012,4235357,2702,25.59,165820
Indonesia,Potatoes,2012,4235357,2702,27.36,165820
Indonesia,Potatoes,2012,4235357,2702,27.37,165820
Indonesia,Potatoes,2012,4235357,2702,27.49,165820
Indonesia,Potatoes,2012,4235357,2702,26.87,165820
Indonesia,Potatoes,2012,4235357,2702,27.48,165820
Indonesia,"Rice, paddy",2012,4723546,2702,25.59,51360
Indonesia,"Rice, paddy",2012,4723546,2702,27.36,51360
Indonesia,"Rice, paddy",2012,4723546,2702,27.37,51360
Indonesia,"Rice, paddy",2012,4723546,2702,27.49,51360
Indonesia,"Rice, paddy",2012,4723546,2702,26.87,51360
Indonesia,"Rice, paddy",2012,4723546,2702,27.48,51360
Indonesia,Soybeans,2012,4923855,2702,25.59,14854
Indonesia,Soybeans,2012,4923855,2702,27.36,14854
Indonesia,Soybeans,2012,4923855,2702,27.37,14854
Indonesia,Soybeans,2012,4923855,2702,27.49,14854
Indonesia,Soybeans,2012,4923855,2702,26.87,14854
Indonesia,Soybeans,2012,4923855,2702,27.48,14854
Indonesia,Sweet potatoes,2012,7431778,2702,25.59,139290
Indonesia,Sweet potatoes,2012,7431778,2702,27.36,139290
Indonesia,Sweet potatoes,2012,7431778,2702,27.37,139290
Indonesia,Sweet potatoes,2012,7431778,2702,27.49,139290
Indonesia,Sweet potatoes,2012,7431778,2702,26.87,139290
Indonesia,Sweet potatoes,2012,7431778,2702,27.48,139290
Indonesia,Cassava,2013,4383485,2702,25.48,224601
Indonesia,Cassava,2013,4383485,2702,27.37,224601
Indonesia,Cassava,2013,4383485,2702,27.88,224601
Indonesia,Cassava,2013,4383485,2702,27.34,224601
Indonesia,Cassava,2013,4383485,2702,26.72,224601
Indonesia,Cassava,2013,4383485,2702,27.3,224601
Indonesia,Maize,2013,4413799,2702,25.48,48441
Indonesia,Maize,2013,4413799,2702,27.37,48441
Indonesia,Maize,2013,4413799,2702,27.88,48441
Indonesia,Maize,2013,4413799,2702,27.34,48441
Indonesia,Maize,2013,4413799,2702,26.72,48441
Indonesia,Maize,2013,4413799,2702,27.3,48441
Indonesia,Potatoes,2013,4235357,2702,25.48,160184
Indonesia,Potatoes,2013,4235357,2702,27.37,160184
Indonesia,Potatoes,2013,4235357,2702,27.88,160184
Indonesia,Potatoes,2013,4235357,2702,27.34,160184
Indonesia,Potatoes,2013,4235357,2702,26.72,160184
Indonesia,Potatoes,2013,4235357,2702,27.3,160184
Indonesia,"Rice, paddy",2013,4723546,2702,25.48,51520
Indonesia,"Rice, paddy",2013,4723546,2702,27.37,51520
Indonesia,"Rice, paddy",2013,4723546,2702,27.88,51520
Indonesia,"Rice, paddy",2013,4723546,2702,27.34,51520
Indonesia,"Rice, paddy",2013,4723546,2702,26.72,51520
Indonesia,"Rice, paddy",2013,4723546,2702,27.3,51520
Indonesia,Soybeans,2013,4923855,2702,25.48,14161
Indonesia,Soybeans,2013,4923855,2702,27.37,14161
Indonesia,Soybeans,2013,4923855,2702,27.88,14161
Indonesia,Soybeans,2013,4923855,2702,27.34,14161
Indonesia,Soybeans,2013,4923855,2702,26.72,14161
Indonesia,Soybeans,2013,4923855,2702,27.3,14161
Indonesia,Sweet potatoes,2013,7431778,2702,25.48,147465
Indonesia,Sweet potatoes,2013,7431778,2702,27.37,147465
Indonesia,Sweet potatoes,2013,7431778,2702,27.88,147465
Indonesia,Sweet potatoes,2013,7431778,2702,27.34,147465
Indonesia,Sweet potatoes,2013,7431778,2702,26.72,147465
Indonesia,Sweet potatoes,2013,7431778,2702,27.3,147465
Iraq,Maize,1985,1551279,216,23.02,19121
Iraq,Maize,1985,1551279,216,19.75,19121
Iraq,Potatoes,1985,1826324,216,23.02,170218
Iraq,Potatoes,1985,1826324,216,19.75,170218
Iraq,"Rice, paddy",1985,1283789,216,23.02,28348
Iraq,"Rice, paddy",1985,1283789,216,19.75,28348
Iraq,Sorghum,1985,1926732,216,23.02,10847
Iraq,Sorghum,1985,1926732,216,19.75,10847
Iraq,Soybeans,1985,1573174,216,23.02,15238
Iraq,Soybeans,1985,1573174,216,19.75,15238
Iraq,Wheat,1985,1138702,216,23.02,9125
Iraq,Wheat,1985,1138702,216,19.75,9125
Iraq,Maize,1986,1551279,216,23.15,19981
Iraq,Maize,1986,1551279,216,19.82,19981
Iraq,Potatoes,1986,1826324,216,23.15,160767
Iraq,Potatoes,1986,1826324,216,19.82,160767
Iraq,"Rice, paddy",1986,1283789,216,23.15,28127
Iraq,"Rice, paddy",1986,1283789,216,19.82,28127
Iraq,Sorghum,1986,1926732,216,23.15,9927
Iraq,Sorghum,1986,1926732,216,19.82,9927
Iraq,Soybeans,1986,1573174,216,23.15,15455
Iraq,Soybeans,1986,1573174,216,19.82,15455
Iraq,Wheat,1986,1138702,216,23.15,8355
Iraq,Wheat,1986,1138702,216,19.82,8355
Iraq,Maize,1987,1551279,216,23.54,19632
Iraq,Maize,1987,1551279,216,19.81,19632
Iraq,Potatoes,1987,1826324,216,23.54,158679
Iraq,Potatoes,1987,1826324,216,19.81,158679
Iraq,"Rice, paddy",1987,1283789,216,23.54,27986
Iraq,"Rice, paddy",1987,1283789,216,19.81,27986
Iraq,Sorghum,1987,1926732,216,23.54,9756
Iraq,Sorghum,1987,1926732,216,19.81,9756
Iraq,Soybeans,1987,1573174,216,23.54,15455
Iraq,Soybeans,1987,1573174,216,19.81,15455
Iraq,Wheat,1987,1138702,216,23.54,8408
Iraq,Wheat,1987,1138702,216,19.81,8408
Iraq,Maize,1989,1551279,216,23.05,22412
Iraq,Maize,1989,1551279,216,19.83,22412
Iraq,Potatoes,1989,1826324,216,23.05,174700
Iraq,Potatoes,1989,1826324,216,19.83,174700
Iraq,"Rice, paddy",1989,1283789,216,23.05,31863
Iraq,"Rice, paddy",1989,1283789,216,19.83,31863
Iraq,Sorghum,1989,1926732,216,23.05,9524
Iraq,Sorghum,1989,1926732,216,19.83,9524
Iraq,Soybeans,1989,1573174,216,23.05,15000
Iraq,Soybeans,1989,1573174,216,19.83,15000
Iraq,Wheat,1989,1138702,216,23.05,8374
Iraq,Wheat,1989,1138702,216,19.83,8374
Iraq,Maize,1990,1551279,216,23.41,24814
Iraq,Maize,1990,1551279,216,19.76,24814
Iraq,Potatoes,1990,1826324,216,23.41,166681
Iraq,Potatoes,1990,1826324,216,19.76,166681
Iraq,"Rice, paddy",1990,1283789,216,23.41,28889
Iraq,"Rice, paddy",1990,1283789,216,19.76,28889
Iraq,Sorghum,1990,1926732,216,23.41,7273
Iraq,Sorghum,1990,1926732,216,19.76,7273
Iraq,Soybeans,1990,1573174,216,23.41,14615
Iraq,Soybeans,1990,1573174,216,19.76,14615
Iraq,Wheat,1990,1138702,216,23.41,10129
Iraq,Wheat,1990,1138702,216,19.76,10129
Iraq,Maize,1991,1551279,216,23.21,21857
Iraq,Maize,1991,1551279,216,19.68,21857
Iraq,Potatoes,1991,1826324,216,23.21,138029
Iraq,Potatoes,1991,1826324,216,19.68,138029
Iraq,"Rice, paddy",1991,1283789,216,23.21,22008
Iraq,"Rice, paddy",1991,1283789,216,19.68,22008
Iraq,Sorghum,1991,1926732,216,23.21,4348
Iraq,Sorghum,1991,1926732,216,19.68,4348
Iraq,Soybeans,1991,1573174,216,23.21,15000
Iraq,Soybeans,1991,1573174,216,19.68,15000
Iraq,Wheat,1991,1138702,216,23.21,8056
Iraq,Wheat,1991,1138702,216,19.68,8056
Iraq,Maize,1992,1551279,216,21.52,20046
Iraq,Maize,1992,1551279,216,17.76,20046
Iraq,Potatoes,1992,1826324,216,21.52,179167
Iraq,Potatoes,1992,1826324,216,17.76,179167
Iraq,"Rice, paddy",1992,1283789,216,21.52,18947
Iraq,"Rice, paddy",1992,1283789,216,17.76,18947
Iraq,Sorghum,1992,1926732,216,21.52,6125
Iraq,Sorghum,1992,1926732,216,17.76,6125
Iraq,Soybeans,1992,1573174,216,21.52,14800
Iraq,Soybeans,1992,1573174,216,17.76,14800
Iraq,Wheat,1992,1138702,216,21.52,5999
Iraq,Wheat,1992,1138702,216,17.76,5999
Iraq,Maize,1993,1551279,216,22.86,19310
Iraq,Maize,1993,1551279,216,18.75,19310
Iraq,Potatoes,1993,1826324,216,22.86,174739
Iraq,Potatoes,1993,1826324,216,18.75,174739
Iraq,"Rice, paddy",1993,1283789,216,22.86,18727
Iraq,"Rice, paddy",1993,1283789,216,18.75,18727
Iraq,Sorghum,1993,1926732,216,22.86,8333
Iraq,Sorghum,1993,1926732,216,18.75,8333
Iraq,Soybeans,1993,1573174,216,22.86,14815
Iraq,Soybeans,1993,1573174,216,18.75,14815
Iraq,Wheat,1993,1138702,216,22.86,5897
Iraq,Wheat,1993,1138702,216,18.75,5897
Iraq,Maize,1994,1551279,216,23.47,21333
Iraq,Maize,1994,1551279,216,20.02,21333
Iraq,Potatoes,1994,1826324,216,23.47,166360
Iraq,Potatoes,1994,1826324,216,20.02,166360
Iraq,"Rice, paddy",1994,1283789,216,23.47,23497
Iraq,"Rice, paddy",1994,1283789,216,20.02,23497
Iraq,Sorghum,1994,1926732,216,23.47,8571
Iraq,Sorghum,1994,1926732,216,20.02,8571
Iraq,Soybeans,1994,1573174,216,23.47,13846
Iraq,Soybeans,1994,1573174,216,20.02,13846
Iraq,Wheat,1994,1138702,216,23.47,7431
Iraq,Wheat,1994,1138702,216,20.02,7431
Iraq,Maize,1995,1551279,216,23.32,14286
Iraq,Maize,1995,1551279,216,19.86,14286
Iraq,Potatoes,1995,1826324,216,23.32,160385
Iraq,Potatoes,1995,1826324,216,19.86,160385
Iraq,"Rice, paddy",1995,1283789,216,23.32,18000
Iraq,"Rice, paddy",1995,1283789,216,19.86,18000
Iraq,Sorghum,1995,1926732,216,23.32,8889
Iraq,Sorghum,1995,1926732,216,19.86,8889
Iraq,Soybeans,1995,1573174,216,23.32,14000
Iraq,Soybeans,1995,1573174,216,19.86,14000
Iraq,Wheat,1995,1138702,216,23.32,8052
Iraq,Wheat,1995,1138702,216,19.86,8052
Iraq,Maize,1996,1551279,216,23.96,20833
Iraq,Maize,1996,1551279,216,20.13,20833
Iraq,Potatoes,1996,1826324,216,23.96,177576
Iraq,Potatoes,1996,1826324,216,20.13,177576
Iraq,"Rice, paddy",1996,1283789,216,23.96,22500
Iraq,"Rice, paddy",1996,1283789,216,20.13,22500
Iraq,Sorghum,1996,1926732,216,23.96,10000
Iraq,Sorghum,1996,1926732,216,20.13,10000
Iraq,Soybeans,1996,1573174,216,23.96,13750
Iraq,Soybeans,1996,1573174,216,20.13,13750
Iraq,Wheat,1996,1138702,216,23.96,8667
Iraq,Wheat,1996,1138702,216,20.13,8667
Iraq,Maize,1997,1551279,216,22.74,19836
Iraq,Maize,1997,1551279,216,19.23,19836
Iraq,Potatoes,1997,1826324,216,22.74,154474
Iraq,Potatoes,1997,1826324,216,19.23,154474
Iraq,"Rice, paddy",1997,1283789,216,22.74,20165
Iraq,"Rice, paddy",1997,1283789,216,19.23,20165
Iraq,Sorghum,1997,1926732,216,22.74,10000
Iraq,Sorghum,1997,1926732,216,19.23,10000
Iraq,Soybeans,1997,1573174,216,22.74,14000
Iraq,Soybeans,1997,1573174,216,19.23,14000
Iraq,Wheat,1997,1138702,216,22.74,7566
Iraq,Wheat,1997,1138702,216,19.23,7566
Iraq,Maize,1998,1551279,216,24.33,21803
Iraq,Maize,1998,1551279,216,20.65,21803
Iraq,Potatoes,1998,1826324,216,24.33,155263
Iraq,Potatoes,1998,1826324,216,20.65,155263
Iraq,"Rice, paddy",1998,1283789,216,24.33,23438
Iraq,"Rice, paddy",1998,1283789,216,20.65,23438
Iraq,Sorghum,1998,1926732,216,24.33,10000
Iraq,Sorghum,1998,1926732,216,20.65,10000
Iraq,Soybeans,1998,1573174,216,24.33,11181
Iraq,Soybeans,1998,1573174,216,20.65,11181
Iraq,Wheat,1998,1138702,216,24.33,8071
Iraq,Wheat,1998,1138702,216,20.65,8071
Iraq,Maize,1999,1551279,216,24.42,19167
Iraq,Maize,1999,1551279,216,20.85,19167
Iraq,Potatoes,1999,1826324,216,24.42,164972
Iraq,Potatoes,1999,1826324,216,20.85,164972
Iraq,"Rice, paddy",1999,1283789,216,24.42,13846
Iraq,"Rice, paddy",1999,1283789,216,20.85,13846
Iraq,Sorghum,1999,1926732,216,24.42,10000
Iraq,Sorghum,1999,1926732,216,20.85,10000
Iraq,Soybeans,1999,1573174,216,24.42,4365
Iraq,Soybeans,1999,1573174,216,20.85,4365
Iraq,Wheat,1999,1138702,216,24.42,6154
Iraq,Wheat,1999,1138702,216,20.85,6154
Iraq,Maize,2000,1551279,216,23.9,7560
Iraq,Maize,2000,1551279,216,20.28,7560
Iraq,Potatoes,2000,1826324,216,23.9,140645
Iraq,Potatoes,2000,1826324,216,20.28,140645
Iraq,"Rice, paddy",2000,1283789,216,23.9,6000
Iraq,"Rice, paddy",2000,1283789,216,20.28,6000
Iraq,Sorghum,2000,1926732,216,23.9,3333
Iraq,Sorghum,2000,1926732,216,20.28,3333
Iraq,Soybeans,2000,1573174,216,23.9,10000
Iraq,Soybeans,2000,1573174,216,20.28,10000
Iraq,Wheat,2000,1138702,216,23.9,3200
Iraq,Wheat,2000,1138702,216,20.28,3200
Iraq,Maize,2001,1551279,216,24.45,23613
Iraq,Maize,2001,1551279,216,20.8,23613
Iraq,Potatoes,2001,1826324,216,24.45,163947
Iraq,Potatoes,2001,1826324,216,20.8,163947
Iraq,"Rice, paddy",2001,1283789,216,24.45,12800
Iraq,"Rice, paddy",2001,1283789,216,20.8,12800
Iraq,Sorghum,2001,1926732,216,24.45,3333
Iraq,Sorghum,2001,1926732,216,20.8,3333
Iraq,Soybeans,2001,1573174,216,24.45,12000
Iraq,Soybeans,2001,1573174,216,20.8,12000
Iraq,Wheat,2001,1138702,216,24.45,7405
Iraq,Wheat,2001,1138702,216,20.8,7405
Iraq,Maize,2002,1551279,216,23.76,24433
Iraq,Maize,2002,1551279,216,20.1,24433
Iraq,Potatoes,2002,1826324,216,23.76,170047
Iraq,Potatoes,2002,1826324,216,20.1,170047
Iraq,"Rice, paddy",2002,1283789,216,23.76,25000
Iraq,"Rice, paddy",2002,1283789,216,20.1,25000
Iraq,Sorghum,2002,1926732,216,23.76,3333
Iraq,Sorghum,2002,1926732,216,20.1,3333
Iraq,Soybeans,2002,1573174,216,23.76,10000
Iraq,Soybeans,2002,1573174,216,20.1,10000
Iraq,Wheat,2002,1138702,216,23.76,15703
Iraq,Wheat,2002,1138702,216,20.1,15703
Iraq,Maize,2004,1551279,216,23.72,22486
Iraq,Maize,2004,1551279,216,20,22486
Iraq,Potatoes,2004,1826324,216,23.72,162581
Iraq,Potatoes,2004,1826324,216,20,162581
Iraq,"Rice, paddy",2004,1283789,216,23.72,28409
Iraq,"Rice, paddy",2004,1283789,216,20,28409
Iraq,Sorghum,2004,1926732,216,23.72,10556
Iraq,Sorghum,2004,1926732,216,20,10556
Iraq,Soybeans,2004,1573174,216,23.72,10000
Iraq,Soybeans,2004,1573174,216,20,10000
Iraq,Wheat,2004,1138702,216,23.72,11898
Iraq,Wheat,2004,1138702,216,20,11898
Iraq,Maize,2005,1551279,216,23.58,23079
Iraq,Maize,2005,1551279,216,19.96,23079
Iraq,Potatoes,2005,1826324,216,23.58,158431
Iraq,Potatoes,2005,1826324,216,19.96,158431
Iraq,"Rice, paddy",2005,1283789,216,23.58,28879
Iraq,"Rice, paddy",2005,1283789,216,19.96,28879
